,winery,wine,year,rating,num_reviews,country,region,type,body,acidity,price_predicted
6686,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,138.88622384072846
6687,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,198.68767504534185
6688,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,99.96267457985141
6689,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,98.56527369797959
6690,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,92.13201049029885
6691,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,107.35713125525172
6692,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,103.8642550216698
6693,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,140.8480198129139
6694,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,108.00283955891882
6695,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,85.9204237857598
6696,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,98.36968621613323
6697,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,95.01760091070491
6698,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,137.8967060153243
6699,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,115.17350505479772
6700,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,112.93878151784565
6701,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,99.25571132571758
6702,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,150.29393972024036
6703,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,101.62953148471775
6704,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,110.72975251306957
6705,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,84.05479022482268
6706,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,150.58919835066854
6707,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,108.26765915528176
6708,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,156.70589560407598
6709,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,134.6481134257158
6710,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,92.48153093651217
6711,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,170.02624599454862
6712,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,133.20201008934077
6713,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,86.58781629560917
6714,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,87.19380229179797
6715,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,134.6481134257158
6716,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,132.06942880383235
6717,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,87.18771448498501
6718,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,106.12435918489246
6719,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,85.0077812093491
6720,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,87.89032772634846
6721,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,218.7971429745055
6722,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,127.68364555330072
6723,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,107.16257946480027
6724,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,152.76608772289774
6725,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,109.78759383724446
6726,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,88.31343029984828
6727,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,122.93111546259433
6728,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,106.82444815911867
6729,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,130.06604192577174
6730,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,105.55557122904474
6731,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,213.21337803553138
6732,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,89.42243802193707
6733,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,133.53075165723953
6734,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,92.77452332736539
6735,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,156.99534879523821
6736,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,157.77151101464187
6737,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,103.8896356479404
6738,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,85.94859658025007
6739,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,86.94038064522874
6740,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,108.00943147127828
6741,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,86.87645867369247
6742,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,218.80323078131846
6743,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,159.97133904039106
6744,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,84.31960982118562
6745,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,150.12043722607177
6746,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,136.38815913881126
6747,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,122.46232162957813
6748,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,143.1925757180993
6749,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,128.05636306183442
6750,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,145.42412454729174
6751,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,140.02908161951927
6752,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,126.5737328845812
6753,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,143.18940101033968
6754,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,140.96698389136645
6755,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,99.47253275669823
6756,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,101.78242465178596
6757,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,85.21164936287164
6758,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,81.9295738357921
6759,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,88.15507394800056
6760,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,149.89674632895594
6761,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,89.3949695165677
6762,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,91.24233965706594
6763,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,138.24972543576405
6764,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,89.27243571647682
6765,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,87.03771217952476
6766,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,92.3597014255422
6767,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,94.59442496249426
6768,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,82.56826510562018
6769,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,91.5718588887969
6770,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,96.07705513974702
6771,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,144.44860808114618
6772,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,92.75618653221568
6773,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,130.98999893292125
6774,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,151.0141080974322
6775,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,99.93216217107533
6776,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,109.98841808736029
6777,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,91.50715925342888
6778,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,95.71178673097052
6779,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,153.24883163438426
6780,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,86.27422087003129
6781,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,82.58387345456867
6782,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,81.45090333714393
6783,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,81.80477379612671
6784,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,89.28843289734118
6785,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,90.38979748495308
6786,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,134.5445473351847
6787,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,97.19441690822327
6788,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,86.85812187854276
6789,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,103.28424747650365
6790,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,90.49024629736664
6791,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,104.40160924497991
6792,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,93.7418827903814
6793,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,96.11131574105025
6794,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,101.56341516971383
6795,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,84.90952526179876
6796,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,94.95969337127076
6797,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,88.20377640250422
6798,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,122.84188251483306
6799,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,87.13816099193832
6800,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,112.54738790862393
6801,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,128.65334815215692
6802,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,88.25552276041412
6803,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,127.74284101096737
6804,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,108.00353189846055
6805,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,109.52878867298318
6806,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,93.84537550620121
6807,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,93.24929888406427
6808,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,150.2911048096703
6809,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,85.14468348792911
6810,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,86.06114763157825
6811,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,97.2286775095265
6812,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,121.82192565536411
6813,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,98.31177867669908
6814,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,171.99143223053102
6815,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,137.49586113277428
6816,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,104.86690448500735
6817,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,100.51312574054896
6818,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,84.80603254597895
6819,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,101.3654098850991
6820,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,101.74285390750151
6821,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,150.53129081123438
6822,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,101.2985955733509
6823,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,127.53598638368067
6824,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,134.49280097727478
6825,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,105.02812490118163
6826,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,137.3380328452206
6827,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,118.48816738198002
6828,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,85.7833747577572
6829,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,98.21132986428552
6830,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,93.26451840109644
6831,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,91.8884248430702
6832,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,117.40815521703894
6833,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,125.36518481826442
6834,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,109.80273997956579
6835,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,121.86758420646152
6836,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,83.73432932859964
6837,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,148.9361877711358
6838,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,79.880528406635
6839,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,101.38671720894422
6840,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,114.05606991161062
6841,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,92.6405182027695
6842,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,113.88865522425453
6843,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,101.49629773157744
6844,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,99.42914044517534
6845,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,90.53059470548283
6846,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,118.3459266845332
6847,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,79.61266490686535
6848,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,85.7407601100665
6849,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,79.2930550491858
6850,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,119.41674352764971
6851,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,81.45394724055063
6852,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,100.54954611705784
6853,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,104.91550047514215
6854,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,95.89654190411557
6855,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,123.06653930977609
6856,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,95.38052970519607
6857,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,96.61660370652476
6858,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,174.40270216505837
6859,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,130.0233539033702
6860,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,143.5896957346729
6861,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,91.60456416243619
6862,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,83.50603657311444
6863,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,143.35559753992175
6864,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,129.2256019925735
6865,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,99.37739408726543
6866,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,99.28618344943993
6867,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,133.42718556670843
6868,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,101.29605577549114
6869,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,82.00567142095429
6870,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,117.37080561350376
6871,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,164.6034521938593
6872,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,101.79460026541187
6873,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,134.14377582734596
6874,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,114.77160372201274
6875,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,133.48197582802504
6876,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,129.01252875412047
6877,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,130.3764466985208
6878,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,95.90262971092852
6879,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,82.43128945232888
6880,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,126.0722116840027
6881,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,115.88896549048854
6882,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,78.56835682014457
6883,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,109.93360348605916
6884,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,130.8164964387522
6885,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,143.3449003576941
6886,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,102.0847003160527
6887,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,85.44298602176355
6888,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,133.2247224698733
6889,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,143.63231038236358
6890,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,95.52359316530033
6891,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,114.49156460861718
6892,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,98.58643427240258
6893,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,142.0751405749122
6894,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,96.06161068480924
6895,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,76.84136333183051
6896,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,91.54134648002128
6897,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,81.5977149897758
6898,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,80.74212891425623
6899,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,139.38499488242041
6900,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,165.15630039848475
6901,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,80.42782919955744
6902,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,86.39894753498538
6903,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,80.42782919955744
6904,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,86.39894753498538
6905,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,80.42782919955744
6906,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,86.39894753498538
6907,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,80.42782919955744
6908,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,86.39894753498538
6909,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,80.42782919955744
6910,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,86.39894753498538
6911,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,80.42782919955744
6912,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,86.39894753498538
